JSV_Samam_Granular_Table.csv 3.0 2026-02-19 11:17:31
Global_Rik_Num,Patha_Name,Khanda,Rik_ID,Rik_Text,Rik_Metadata,Global_Samam_Num,Arsheyam_Num,Patha_Num,Samam_Num,Arsheyam_Name,Saman_Metadata
171,तद्वपाठः,षष्ठ खण्डः,8,एतेप(4)न्थाआथो(1)दीवः । एभीर्व्या(2)श्वामै(2)राया । ऊता(2)श्रो(1)षन्तूनोभुवाः ॥ ८ ॥,।। वत्सः काण्वः इन्द्रः गायत्री।।,314,195,2,22,॥वैर्यश्वञ्च॥,।। अश्विनौ गायत्रीन्द्रः ।।
172,तद्वपाठः,षष्ठ खण्डः,9,भ(2)द्रं(2)भ(1)द्रन्नआभा(1)रा । ई(2)ळामूर्जं(1)शतक्रतो । यादिन्द्रा(1)मृढ(2)या(1)सिनः ॥ ९ ॥,।। शुनः शेप आजीर्गितः इन्द्रः गायत्री।।,315,196,2,23,॥गौतमस्यच भद्रम्॥,।। गोतमो गायत्रीन्द्रः ।।
173,तद्वपाठः,षष्ठ खण्डः,10,अस्तीसो(2)मोआयं(2)सूतः । पी(2)ब(2)न्त्यस्या(2)मारुताः(3) । उतस्वारो(4)जो(1)अ(2)श्वीनाः ॥ १० ॥,।। उलो वातायनः इन्द्रः (वायुः) गायत्री।।,316,197,2,24,॥अश्विनोश्च साम॥,"।। सोम साम वा, अश्विनौ गायत्रीन्द्रः ।।"
174,तद्वपाठः,सप्तम खण्डः,1,ईं(2)ख्या(2)यन्तीरापस्यू(2)वाः(1) । इ(2)न्द्रं(1)जातामू(2)पासते । वन्वाना(4)साः(1)सू(2)वी(1)र्यम् ॥ १ ॥,।। कण्वो घौरः इन्द्रः (वरुणमित्रा-यर्मणः) गायत्री।।,317,198,2,1,॥त्वाष्ट्रीसामच॥,।। त्वष्टा गायत्रीन्द्रः ।।
175,तद्वपाठः,सप्तम खण्डः,2,ना(2)की(1)देवाइनीमसि । न(2)क्या(2)यो(1)पयामसि ।  म(2)न्द्रश्रु(2)त्य(1)ङ्चरामसि ॥ २ ॥,।। वत्सः (वशोऽश्वयः) काण्वः इन्द्रः गायत्री।।,318,199,2,2,॥गोधासामच॥,।। गोधा गायत्रीन्द्रो विश्वेदेवा वा ।।
176,तद्वपाठः,सप्तम खण्डः,3,दोषो(4)आ(4)गा(1)त्ब(2)हा(2)त्गा(1)या । द्धूमा(1)द्गमाथर्वणा । स्तू(4)हिदे(1)वंसा(2)वीता(1)रम् ॥ ३ ॥,।। वत्सः काण्वः इन्द्रः गायत्री।।,319,200,2,3,॥सवितुश्चसाम॥,।। सविता गायत्री सविता ।।
177,तद्वपाठः,सप्तम खण्डः,4,एषो(2)ऊषा(2)आ(1)पूर्व्या । व्यूं ठ(1) च्छतीप्रीया(2)दीवः । स्तू(2)षेवा(1)मश्विनाबृहा(2)त् ॥ ४ ॥,।। श्रुतकक्षः सुकक्षो वा आंगिरसः इन्द्रः गायत्री।।,320,201,2,4,॥उषसश्चसाम॥,।। उषा गायत्र्यश्विनौ।। (सविता) ।।
178,तद्वपाठः,सप्तम खण्डः,5,इन्द्रो(1)दधीचो(2)अस्था(2)भिः(1) । वृत्रा(2)ण्य(2)प्रा(2)तिष्कृतः । जघा(2)ना(1)नावा(1)तीर्नावा(1) ॥ ५ ॥,।। मधछु न्दा वैश्वामित्रः इन्द्रः गायत्री।।,321,202,2,5,॥त्वष्टुरातिथ्येद्वे॥,।। द्वयोस्त्वष्टा गायत्रीन्द्रः ।।
178,तद्वपाठः,सप्तम खण्डः,5,इन्द्रो(1)दधीचो(2)अस्था(2)भिः(1) । वृत्रा(2)ण्य(2)प्रा(2)तिष्कृतः । जघा(2)ना(1)नावा(1)तीर्नावा(1) ॥ ५ ॥,।। मधछु न्दा वैश्वामित्रः इन्द्रः गायत्री।।,322,202,2,6,॥त्वष्टुरातिथ्येद्वे॥,।। द्वयोस्त्वष्टा गायत्रीन्द्रः ।।
179,तद्वपाठः,सप्तम खण्डः,6,इ(2)न्द्रे(2)हीम(2)त्स्य(2)न्धा(1)सः । विश्वेभिस्सोमापा(2)वा(1)भीः । मा(4)हं(4)आ(1)भी(2)ष्ठीरोज(1)सा ॥ ६ ॥,।। वामदेवो गौतमः इन्द्रः गायत्री।।,323,203,2,7,॥सौमित्रञ्च॥,।। पूषा गायत्रीन्द्रः ।।
180,तद्वपाठः,सप्तम खण्डः,7,आ(2)तू(2)नो(1)इन्द्रवृत्रहन् । अस्मा(2)कामा(2)र्धामाग(1)ही । माहा(2)न्मा(4)ही(4)भी(1)रुतीभीः(1) ॥ ७ ॥,।। इरिम्बिठः काण्वः इन्द्रः गायत्री।।,324,204,2,8,॥इन्द्रस्यचमाया॥,।। इन्द्रो गायत्रीन्द्रो।। वृत्रहा वा ।।
181,तद्वपाठः,सप्तम खण्डः,8,ओजस्ता(2)द(1)स्यतिद्विषे । ऊ(2)भेया(2)त्सामा(2)वा(1)र्क्तयात् । इन्द्राश्चर्मेवा(1)रो(2)द(1)सी ॥ ८ ॥,।। सत्यव्रतबाऱुणिः इन्द्रः (आदित्यः) गायत्री।।,325,205,2,9,॥वैश्वामित्रेच॥,।। द्वयोरिन्द्रो गायत्रीन्द्रः ।।
181,तद्वपाठः,सप्तम खण्डः,8,ओजस्ता(2)द(1)स्यतिद्विषे । ऊ(2)भेया(2)त्सामा(2)वा(1)र्क्तयात् । इन्द्राश्चर्मेवा(1)रो(2)द(1)सी ॥ ८ ॥,।। सत्यव्रतबाऱुणिः इन्द्रः (आदित्यः) गायत्री।।,326,205,2,10,॥वैश्वामित्रेच॥,।। द्वयोरिन्द्रो गायत्रीन्द्रः ।।
182,तद्वपाठः,सप्तम खण्डः,9,आया(2)मू(1)तेसा(2)मा(1)तसि । का(2)पो(1)ताइवगर्भा(1)धिं । वा(2)चस्ता(2)च्चिन्नओहसे(2) ॥ ९ ॥,।। वत्सः (वशोऽश्वयः) काण्वः इन्द्रः गायत्री।।,327,206,2,11,॥शौनश्शेपञ्च॥,।। शुनश्शेपो गायत्रीन्द्रः ।।
183,तद्वपाठः,सप्तम खण्डः,10,वातआ(2)वा(1)तूभेषाजं(2) । शंभूमा(2)योभूनोहृदे । प्राणआयूंषि(1)तारि(1)षात् ॥ १० ॥,,328,207,2,12,॥प्रतीचीनेषञ्च काशीतम्॥,"।। काशीतो गायत्रीन्द्रो, वायुर्वा ।।"
184,तद्वपाठः,अष्टम खण्डः,1,यं(3)रा(1)क्ष(4)न्तिप्रा(2)चे(1)तसःवा(2)रू(1)णोमित्रो(4)अर्यामा(2)।ना(2)कीस्सा(2)दभ्यातेज(2)नाः(1) ॥ १ ॥,।। प्रगाथः काण्वः इन्द्रः गायत्री।।,329,208,2,1,॥सौमित्रञ्च॥,।। सुमित्रो गायत्रीन्द्रो विश्वेदेवा वा ।।
185,तद्वपाठः,अष्टम खण्डः,2,ग(2)व्योषू(2)णो(1)या(4)था(1)पूरा । अश्वायो(4)तारा(1)थाया(2) । वरिवास्या(2)माहो(2)ना(1)म् ॥ २ ॥,।। विश्वामित्रो गाथिनः इन्द्रः गायत्री।।,330,209,2,2,॥श्यावाश्वेद्वे॥,।। द्वयोश्श्यावाश्वोः गायत्रीन्द्रः ।।
185,तद्वपाठः,अष्टम खण्डः,2,ग(2)व्योषू(2)णो(1)या(4)था(1)पूरा । अश्वायो(4)तारा(1)थाया(2) । वरिवास्या(2)माहो(2)ना(1)म् ॥ २ ॥,।। विश्वामित्रो गाथिनः इन्द्रः गायत्री।।,331,209,2,3,॥श्यावाश्वेद्वे॥,।। द्वयोश्श्यावाश्वोः गायत्रीन्द्रः ।।
186,तद्वपाठः,अष्टम खण्डः,3,ईमा(2)स्ता(1)इन्द्रापृ(2)श्ना(1)यः । घृतन्दू(1)हाता(2)आशी(2)रं । एनामृ(4)ता(4)स्या(1)पिष्यूषीः ॥ ३ ॥,।। वामदेवो गौतमः इन्द्रः गायत्री।।,332,210,2,4,॥शैखण्डिनञ्च॥,।। शिखण्डी गायत्रीन्द्रः ।।
187,तद्वपाठः,अष्टम खण्डः,4,आ(2)या(2)धीया(2)चर्चा(1)गव्याया(2) । पू(2)रू(1)नामन्पुरूष्ठूत । यत्सो(2)मे(1)सोमआ(2)भू(1)वः ॥ ४ ॥,।। श्रुतकक्षः आंगिरसः (सुकक्षोः वा) इन्द्रः गायत्री।।,333,211,2,5,॥वैतहव्यञ्च॥,।। वीतहव्यो गायत्रीन्द्रः ।।
188,तद्वपाठः,अष्टम खण्डः,5,पवाका(2)नस्सा(2)रा(2)स्वती । वा(2)जे(1)भिर्वाजि(1)नीवति । यज्ञां(2)वा(1)ष्टूधीया(2)वा(1)सुः ॥ ५ ॥,।। मधछु न्दा वैश्वामित्रः इन्द्रः गायत्री।।,334,212,2,6,॥भारद्वाजञ्च॥,।। भरद्वाजो गायत्रीन्द्रः।। सरस्वती वा ।।
189,तद्वपाठः,अष्टम खण्डः,6,का(2)ईम(4)न्ना(4)हू(1)षीष्वा । इ(2)न्द्रंसो(2)मा(2)स्यतर्पयात् । सा(2)नो(1)वासून्या(2)भा(1)रात् ॥ ६ ॥,।। श्रुतकक्षः आंगिरसः (सुकक्ष आंगिरसः) इन्द्रः गायत्री।।,335,213,2,7,॥अरूणस्यचवैददश्वेस्साम॥,।। अरुणो वीतहव्यः गायत्रीन्द्रः ।।
190,तद्वपाठः,अष्टम खण्डः,7,आया(1)हीसूषूमा(2)ही(1)ते(2) । इ(2)न्द्रासो(4)मंपीबा(2)इमं ।  ए(2)दंबर्हि(4)स्सादोमा(2)मा ॥ ७ ॥,।। गृत्समदः शौनकः इन्द्रः गायत्री।।,336,214,2,8,॥सौभरञ्च॥,।। सुभरिर्गायत्रीन्द्रः ।।
191,तद्वपाठः,अष्टम खण्डः,8,माहि(1)त्रीणा(2)मा(2)वा(1)रस्तु । धुक्षंमित्र(4)स्या(1)र्यम्णः । दूराध(2)ऋषंवा(2)रूणस्या ॥ ८ ॥,।। भरद्वाजः (– शयुः) बार्हस्पत्यः इन्द्रः गायत्री।।,337,215,2,9,॥पाष्ठौहेच॥,।। पष्ठवाङ्गायत्रीन्द्रः।। ।। (मित्रावरुणोऽर्यमा) ।।
191,तद्वपाठः,अष्टम खण्डः,8,माहि(1)त्रीणा(2)मा(2)वा(1)रस्तु । धुक्षंमित्र(4)स्या(1)र्यम्णः । दूराध(2)ऋषंवा(2)रूणस्या ॥ ८ ॥,।। भरद्वाजः (– शयुः) बार्हस्पत्यः इन्द्रः गायत्री।।,338,215,2,10,॥पाष्ठौहेच॥,।। पष्ठवाङ्गायत्रीन्द्रः।। ।। (मित्रावरुणोऽर्यमा) ।।
192,तद्वपाठः,अष्टम खण्डः,9,त्वा(2)वा(1)तःपुरोवसो । वा(2)या(2)मिन्द्रः(1)प्रणेता । अस्मासी(1)स्थातर्हरीणाम् ॥ ९ ॥,।। भरद्वाजः (–) बार्हस्पत्यः इन्द्रः (इन्द्रापषूणौ) गायत्री।।,339,216,2,11,॥साकमश्वन्धुरांवासाम॥,।। साकमश्वो गायत्रीन्द्रः ।।
193,तद्वपाठः,नवम खण्डः,1,ऊत्वा(1)मन्ततूसो(2)माः । कृणुष्वाराथोअद्रिवः । आ(2)व(1)ब्रह्मद्दी(2)षो(1)जहि ॥ १ ॥,।। त्रिशोकः काण्वः इन्द्रः गायत्री।।,340,217,2,1,॥यामञ्च॥,।। यमो गायत्रीन्द्रः ।।
194,तद्वपाठः,नवम खण्डः,2,गिर्वा(1)णःपाही(4)ना(1)स्सूतं(2) । माधोर्धारा(1)भीरज्यसे । इन्द्रत्वा(4)दा(1)तामिद्या(4)शाः(1) ॥ २ ॥,।। मधछु न्दा वैश्वामित्रः इन्द्रः गायत्री।।,341,218,2,2,॥आङ्गीरसञ्चइन्द्रस्यवा हरिश्रीर्निधनम्॥,।। अङ्गिरा गायत्रीन्द्रः ।।
195,तद्वपाठः,नवम खण्डः,3,सादा(4)वा(1)इन्द्रश्चकृ(2)षात् । ऊ(2)पोनू(4)सा(4)सा(1)पर्यन् । ना(2)दे(2)वा(2)ऋतश्शूराइन्द्राः ॥ ३ ॥,।। वत्सः काण्वः (वशोऽश्वयः) इन्द्रः गायत्री।।,342,219,2,3,॥वैरूपञ्च॥,।। विरूपो गायत्रीन्द्रः ।।
196,तद्वपाठः,नवम खण्डः,4,आ(2)त्वा(1)वीशन्तू(1)विन्दा(1)वः । समुद्रा(4)मी(1)वासिन्धा(1)वः ।  नत्वा(1)मिन्द्राति(1)रिच्यते ॥ ४ ॥,।। त्रिशोकः काण्वः इन्द्रः गायत्री।।,343,220,2,4,॥असीतञ्चसिन्धुसामवा॥,।। आसितो गायत्रीन्द्रः ।।
197,तद्वपाठः,नवम खण्डः,5,इ(2)न्द्रा(3)मित्गा(1)थीनो(1)बृहात् । इ(3)न्द्रा(1)मर्केभीरर्कीणाः(1) । इ(2)न्द्रंवाणी(1)रनूषत ॥ ५ ॥ इन्द्राईषे(2)द(1)दातुनः । ऋभुक्षा(4)णा(1)म्भुंरायिं(2) ।  वाजीद(1)दातूवाजी(2)नम् ॥ ६ ॥,।। सुकक्ष आंगिरसः इन्द्रः गायत्री।। ।। वामदेवो गौतमः इन्द्रः गायत्री।।,344,221,2,5,॥यमस्यार्कौद्वौ॥,।। यमो गायत्रीन्द्रः ।। ।। द्वयोः सुमित्रो गायत्रीन्द्रः ।। ऋभुर्वा ।।
197,तद्वपाठः,नवम खण्डः,5,इ(2)न्द्रा(3)मित्गा(1)थीनो(1)बृहात् । इ(3)न्द्रा(1)मर्केभीरर्कीणाः(1) । इ(2)न्द्रंवाणी(1)रनूषत ॥ ५ ॥ इन्द्राईषे(2)द(1)दातुनः । ऋभुक्षा(4)णा(1)म्भुंरायिं(2) ।  वाजीद(1)दातूवाजी(2)नम् ॥ ६ ॥,।। सुकक्ष आंगिरसः इन्द्रः गायत्री।। ।। वामदेवो गौतमः इन्द्रः गायत्री।।,345,221,2,6,॥यमस्यार्कौद्वौ॥,।। यमो गायत्रीन्द्रः ।। ।। द्वयोः सुमित्रो गायत्रीन्द्रः ।। ऋभुर्वा ।।
198,तद्वपाठः,नवम खण्डः,6,इन्द्राईषे(2)द(1)दातुनः । ऋभुक्षा(4)णा(1)म्भुंरायिं(2) ।  वाजीद(1)दातूवाजी(2)नम् ॥ ६ ॥ इन्द्रोअङ्गा(2)माहा(2)त्भाय(2)म् । आभीषाद(2)पा(1)चुच्यवा(1)त् । सहिस्थीरो वीच(1)र्षणिः ॥ ७ ॥,।। वामदेवो गौतमः इन्द्रः गायत्री।। ।। विश्वामित्रो गाथिनः। इन्द्रः गायत्री।।,346,222,2,7,॥सौमित्रेद्वे॥,।। इन्द्रो गायत्रीन्द्रः ।।
198,तद्वपाठः,नवम खण्डः,6,इन्द्राईषे(2)द(1)दातुनः । ऋभुक्षा(4)णा(1)म्भुंरायिं(2) ।  वाजीद(1)दातूवाजी(2)नम् ॥ ६ ॥ इन्द्रोअङ्गा(2)माहा(2)त्भाय(2)म् । आभीषाद(2)पा(1)चुच्यवा(1)त् । सहिस्थीरो वीच(1)र्षणिः ॥ ७ ॥,।। वामदेवो गौतमः इन्द्रः गायत्री।। ।। विश्वामित्रो गाथिनः। इन्द्रः गायत्री।।,347,222,2,8,॥सौमित्रेद्वे॥,।। इन्द्रो गायत्रीन्द्रः ।।
199,तद्वपाठः,नवम खण्डः,8,ईमा(2)ऊ(1)त्वासूते(2)सू(1)ते । नक्ष(1)न्ते(1) गिर्वा(2)णोगीराः(2) । गा(3)वो(1)वत्सन्नाधे(2)नावाः(1) ॥ ८ ॥,।। गोषूकश्वसूनूकाण्वायनाै इन्द्रः गायत्री।।,348,223,2,9,॥इन्द्रस्याभयम्॥,।। त्वष्टा गायत्रीन्द्रः ।।
200,तद्वपाठः,नवम खण्डः,9,इन्द्रानूपूषा(4)णा(1)वायं । सख्या(4)या(1)स्वस्ताये ।  हूवे(2)मावा(2)ज(1)सातये ॥ ९ ॥ ना(3)कीन्द्रात्वा(2)दू(2)क्ता(1)रं । न(2)ज्या(2)यो(1)अस्तिवृत्रहन् । न(2)क्येवंयाथात्व(2)म् ॥ १० ॥,।। वामदेवो गौतमः इन्द्रः गायत्री।। ।। श्रुतकक्षः सुकक्षो वा आंगिरसः इन्द्रः गायत्री।।,349,224,2,10,॥त्वाष्ट्रीसामनीद्वे॥,।। पूषा गायत्रीन्द्रः।। (इन्द्रापूषणौ वा) ।। ।। इन्द्राणी गायत्रीन्द्रः ।।
200,तद्वपाठः,नवम खण्डः,9,इन्द्रानूपूषा(4)णा(1)वायं । सख्या(4)या(1)स्वस्ताये ।  हूवे(2)मावा(2)ज(1)सातये ॥ ९ ॥ ना(3)कीन्द्रात्वा(2)दू(2)क्ता(1)रं । न(2)ज्या(2)यो(1)अस्तिवृत्रहन् । न(2)क्येवंयाथात्व(2)म् ॥ १० ॥,।। वामदेवो गौतमः इन्द्रः गायत्री।। ।। श्रुतकक्षः सुकक्षो वा आंगिरसः इन्द्रः गायत्री।।,350,224,2,11,॥त्वाष्ट्रीसामनीद्वे॥,।। पूषा गायत्रीन्द्रः।। (इन्द्रापूषणौ वा) ।। ।। इन्द्राणी गायत्रीन्द्रः ।।
201,तद्वपाठः,नवम खण्डः,10,ना(3)कीन्द्रात्वा(2)दू(2)क्ता(1)रं । न(2)ज्या(2)यो(1)अस्तिवृत्रहन् । न(2)क्येवंयाथात्व(2)म् ॥ १० ॥,।। श्रुतकक्षः सुकक्षो वा आंगिरसः इन्द्रः गायत्री।।,351,225,2,12,॥इन्द्राण्यास्सामा॥,
202,तद्वपाठः,दशम खण्डः,1,ता(4)रा(4)णिवोज(2)ना(1)नां । त्रादं(4)वा(4)ज(1)स्यागो(2)मा(1)तः । समाना(2)मुप्रा(2)शंसिषः ॥ १ ॥,।। शुनः शेप आजीर्गितः इन्द्रः गायत्री।।,352,226,2,1,॥श्यावाश्वञ्च॥,।। श्यावाश्वो गायत्रीन्द्रः ।।
203,तद्वपाठः,दशम खण्डः,2,आसृ(1)ग्रमिन्द्राते(2)गीराः(1) । प्रा(2)तीत्वा(2)मू(2)दा(1)हासता । सा(2)जो(2)षा(1)वृषा(3)भं(2)पा(2)तिम् ॥ २ ॥,।। श्रुतकक्ष आंगिरसः (सुकक्षो आंगिरसो वा) इन्द्रः गायत्री।।,353,227,2,2,॥वैरूपञ्च॥,।। विरूपो गायत्रीन्द्रः ।।
204,तद्वपाठः,दशम खण्डः,3,सुनीथोघासामार्त्याः(1) । य(2)म्मा(3)रूतोया(4)मर्यामा । मित्रःपा(2)न्त्यद्रू(2)होआ(2)तीद्वीषाः(1) ॥ ३ ॥,।। त्रिशोकः काण्वः इन्द्रः गायत्री।।,354,228,2,3,॥सौमित्रञ्च॥,।। कौत्सं वा। सुमित्रो गायत्रीन्द्रः ।।
205,तद्वपाठः,दशम खण्डः,4,य(2)द्वीळा(4)वि(1)न्द्राया(2)त्स्थि(1)रे । य(3)त्प(3)र्शा(1)नेपा(2)रा(1)भृतं । वा(3)सु(1)स्पार्हं(1)ता(2)दा(2)भा(1)रा ॥ ४ ॥,।। मेधातिथिः काण्वः इन्द्रः गायत्री।।,355,229,2,4,॥स्तौभञ्च॥,।। तुभो गायत्रीन्द्रः ।।
206,तद्वपाठः,दशम खण्डः,5,श्रूतं(2)वो(1)वृत्रा(1)ह(2)न्ता(1)मं । प्र(2)श(2)र्धञ्चर्षो(1)णीनां । आ(2)शी(2)षेरा(2)धा(1)सेमाहे ॥ ५ ॥,।। गौतमो राहूगणः इन्द्रः (विश्वेदेवाः) गायत्री।।,356,230,2,5,॥श्रौतञ्च॥,।। श्रुतो गायत्रीन्द्रः ।।
207,तद्वपाठः,दशम खण्डः,6,आर(1)न्तइन्द्राश्रा(2)वा(1)से । गमे(2)मा(1)शूरत्वा(2)वातः ।  आ(2)रं(1)शाक्रापा(2)रेमणि ॥ ६ ॥,।। ब्रहमातिथिः काण्वः अश्विनौ मित्रावरुणौ गायत्री।।,357,231,2,6,॥आभीशवञ्च॥,।। अभीशुः गायत्रीन्द्रः ।।
208,तद्वपाठः,दशम खण्डः,7,धानाव(1)न्तंकारंभीणम् । आ(2)पू(2)पाव(1)न्तामुक्थी(2)न(1)म् । इ(3)न्द्राप्राता(2)र्जु(1)षस्वनः ॥ ७ ॥,।। विश्वामित्रो गाथिनो जमदग्निवा इन्द्रः गायत्री।।,358,232,2,7,॥ऐषञ्च॥,।। पूषा गायत्रीन्द्रः ।।
209,तद्वपाठः,दशम खण्डः,8,आ(2)पांफे(4)ने(1)नानामू(1)चेः । शी(1)रा(1)इ(1)न्द्रोद(1)वर्क्तया । वि(2)श्वा(2)या(4)दजयस्पृधाः(1) ॥ ८ ॥,।। प्रस्कण्वः काण्वः (कण्वो घौराः) मरुतः गायत्री।।,359,233,2,8,॥इन्द्रस्यचक्षुरपवी॥,।। इन्द्रो गायत्रीन्द्रः ।।
210,तद्वपाठः,दशम खण्डः,9,ईमे(2)ताइन्द्रासो(2)माः । सूता(2)सोयेचासो(2)त्वाः(1) । तेषांमत्स्वप्रभूवसो ॥ ९ ॥ तुभ्यंसूतासस्सोमाः(1) । स्तीर्ण(1)म्बर्ही(1)र्वी(1)भवसो । स्तो(2)तृभ्या(1)इन्द्रमृडया ॥ १० ॥,।। मेधातिथिः काण्वः विष्णुः गायत्री।। ।। इन्द्रः गायत्री।।,360,234,2,9,॥सौमित्रे॥,।। सुमित्रो गायत्रीन्द्रः ।।
210,तद्वपाठः,दशम खण्डः,9,ईमे(2)ताइन्द्रासो(2)माः । सूता(2)सोयेचासो(2)त्वाः(1) । तेषांमत्स्वप्रभूवसो ॥ ९ ॥ तुभ्यंसूतासस्सोमाः(1) । स्तीर्ण(1)म्बर्ही(1)र्वी(1)भवसो । स्तो(2)तृभ्या(1)इन्द्रमृडया ॥ १० ॥,।। मेधातिथिः काण्वः विष्णुः गायत्री।। ।। इन्द्रः गायत्री।।,361,234,2,10,॥सौमित्रे॥,।। सुमित्रो गायत्रीन्द्रः ।।
211,तद्वपाठः,एकादश खण्डः,1,आ(2)वाइन्द्रङ्कृवींया(2)था(1) । वजय(2)न्ताश्शा(1)ताक्रातुं । मंहीं(1)ष्ठंसिञ्चाइन्दुभिः ॥ १ ॥,।। मेधातिथिः काण्वः इन्द्रः गायत्री।।,362,235,2,1,॥कौत्सञ्च॥,।। कुत्सो गायत्रीन्द्रः ।।
212,तद्वपाठः,एकादश खण्डः,2,आताश्चिदिन्द्राना(2)ऊ(2)पा(1) । आ(2)या(1)हीसातावा(1)जया । इळा(2)साहा(2)स्रा(1)वाजया ॥ २ ॥,।। वामदेवो गौतमः इन्द्रः गायत्री।।,363,236,2,2,॥ऐषञ्च॥,
213,तद्वपाठः,एकादश खण्डः,3,आबुन्दं(4)वृ(4)त्राहाददे । जातः(4)प्र(1)च्छद्वीमाता(2)रं । का(2)उग्रःकेहा(1)शृण्विरे(2) ॥ ३ ॥,"।। मेधातिथिः काण्वः, प्रियमेधश्चांगिरसः इन्द्रः गायत्री।।",364,237,2,3,॥उषसश्चसाम॥,।। उषा गायत्रीन्द्रः ।।
214,तद्वपाठः,एकादश खण्डः,4,बृबदू(1)क्थंहवा(1)महे । सृप्रा(2)का(1)रस्नामू(2)ता(2)ये । सा(3)धाः(1)कृण्व(2)न्ता(2)मा(2)वा(1)से ॥ ४ ॥,।। विश्वामित्रो गाथिनः इन्द्रः गायत्री।।,365,238,2,4,॥बार्हदुक्थञ्च॥,।। भरद्वाजो गायत्रीन्द्रः ।।
215,तद्वपाठः,एकादश खण्डः,5,ऋजु(1)नीतीनोवारू(1)णः । मि(2)त्रो(2)नायति(2)विद्वांसः । अर्यामा(1)देवै(2)स्साजो(2)षाः ॥ ५ ॥,"।। मेधातिथिः काण्वः, प्रियमेधश्चांगिरसः इन्द्रः गायत्री।।",366,239,2,5,॥वरुणसामच॥,।। कुत्सो गायत्रीन्द्रः ।।
216,तद्वपाठः,एकादश खण्डः,6,दूरा(2)दीहे(2)वायात्सातः । आरूणा(2)स्पूरा(2)शिश्वीतात् । विभा(4)नूंविश्वाथातनात् ॥ ६ ॥,।। दुमित्रः (सुमित्रो वा) कौत्सः इन्द्रः गायत्री।।,367,240,2,6,॥उषसश्चैवसाम॥,।। उषा गायत्रीन्द्रः ।।
217,तद्वपाठः,एकादश खण्डः,7,आनो(1)मित्रावरुणा । घृतैः(2)गव्यूतिमुक्षतं । मध्वारा(2)जां(1)सिसुक्रतू ॥ ७ ॥,।। मेधातिथिः काण्वः इन्द्रः गायत्री।।,368,241,2,7,॥मित्रावरुणयोश्चसंयोजनम्॥,।। मित्रावरुणौ गायत्रीन्द्रः।। मित्रावरुणौ ।।
218,तद्वपाठः,एकादश खण्डः,8,ऊ(2)दूत्ये(2)सूना(2)वोगी(2)राः(1) । काष्ठार्यज्ञेष्वात्नता । वा(2)श्रा(4)आ(1)भीजुया(2)ता(1)वे ॥ ८ ॥,।। मेधातिथिः काण्वः इन्द्रः गायत्री।।,369,242,2,8,॥ऋतुसामच॥,"।। ऋतवो गायत्रीन्द्रो, मरुतो वा ।।"
219,तद्वपाठः,एकादश खण्डः,9,ईदंविष्णुर्विचा(1)क्रमे । त्रेधा(2)नी(2)दे(1)थेपादं सा(2)मू(1)ढमस्यपांसूले(2) ॥ ९ ॥,।। विश्वामित्रो गाथिनोऽभीपाद उदलो वा इन्द्रः गायत्री।।,370,243,2,9,॥विष्णोश्चसाम॥,।। विष्णुर्निवृत्गायत्री ।।
220,तद्वपाठः,द्वादश खण्डः,1,आतीहीमन्यूषावीणं । सूषूवां(2)सामू(2)पै(1)रय । अस्या(1)रा(4)तौ(1)सूतंपी(1)बा ॥ १ ॥,।। वसिष्ठो मैत्रावरुणिः इन्द्रः।।,371,244,2,1,॥कौत्सञ्च॥,।। कुत्सो गायत्रीन्द्रः ।।
221,तद्वपाठः,द्वादश खण्डः,2,का(2)दूप्रा(2)चे(1)तसेमहे(2) । वा(3)चो(1)देवाया(1)शस्यते । तदी(4)द्ध्या(1)स्यावार्धा(2)नम् ॥ २ ॥,।। भरद्वाजः (शयुः) बार्हस्पत्यः इन्द्रः।।,372,245,2,2,॥काश्यपञ्चआप्सुरसंवा॥,।। कश्यपो गायत्रीन्द्रः ।।
222,तद्वपाठः,द्वादश खण्डः,3,उक्थञ्चाना(2)शस्या(2)मा(1)नं । ना(3)गो(1)रा(2)यिरा(2)ची(1)केता । ना(3)गा(2)यत्रं(1)गीयामानम् ॥ ३ ॥ इ(3)न्द्रा(1)उक्थे(2)भिर्म(1)न्दीष्ठः । वा(2)जा(1)नांचावा(1)ज(2)प(1)तिः । हा(2)रीवा(1)न्सूतानांसाखा(1) ॥ ४ ॥,।। प्रस्कण्वः इन्द्रः।। ।। नोधा गौतमः इन्द्रः।।,373,246,2,3,॥बार्हदुक्थेद्वे॥,।। द्वयोबृहदुक्थो गायत्रीन्द्रः ।।
222,तद्वपाठः,द्वादश खण्डः,3,उक्थञ्चाना(2)शस्या(2)मा(1)नं । ना(3)गो(1)रा(2)यिरा(2)ची(1)केता । ना(3)गा(2)यत्रं(1)गीयामानम् ॥ ३ ॥ इ(3)न्द्रा(1)उक्थे(2)भिर्म(1)न्दीष्ठः । वा(2)जा(1)नांचावा(1)ज(2)प(1)तिः । हा(2)रीवा(1)न्सूतानांसाखा(1) ॥ ४ ॥,।। प्रस्कण्वः इन्द्रः।। ।। नोधा गौतमः इन्द्रः।।,374,246,2,4,॥बार्हदुक्थेद्वे॥,।। द्वयोबृहदुक्थो गायत्रीन्द्रः ।।
