Sl No,Parva,Kandah <M>,Sama Name,Swara symbol
1,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,त
2,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,त
3,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,श
4,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,|
5,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,थाच्
6,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,चा
7,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,श
8,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,|
9,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,टा
10,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,श
11,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,टि
12,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,श
13,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,|
14,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,चा
15,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,श
16,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,चि
17,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,|
18,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,टा
19,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,श
20,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,टि
21,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,श
22,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,|
23,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,कि
24,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,च
25,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,|
26,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,ट
27,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,ट
28,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,खा
29,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,शि
30,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,|
31,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,ख
32,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,श
33,आग्नेयपाठः,Kandah 1,गौतमस्यपर्कः,|
34,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,तू
35,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,|
36,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,षू
37,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,टी
38,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,त
39,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,श
40,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,|
41,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,चि
42,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,टी
43,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,ता
44,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,|
45,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,टा
46,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,खा
47,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,शि
48,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,|
49,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,च
50,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,खा
51,आग्नेयपाठः,Kandah 1,कश्यपस्यबर्हिषीयम्,|
52,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,तू
53,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,ति
54,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,श
55,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,|
56,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,यू
57,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,प
58,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,श
59,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,|
60,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,खि
61,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,ण
62,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,|
63,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,ट
64,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,ता
65,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,पा
66,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,प्लि
67,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,|
68,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,शा
69,आग्नेयपाठः,Kandah 1,गौतमस्यचैवपर्कः,|
70,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,षू
71,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,ति
72,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,श
73,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,|
74,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,षृ
75,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,टा
76,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,ता
77,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,|
78,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,क
79,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,टि
80,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,ता
81,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,|
82,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,ताच्
83,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,क
84,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,टा
85,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,ख
86,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,प्ल
87,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,|
88,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,प्ल
89,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,शा
90,आग्नेयपाठः,Kandah 1,सौपर्णञ्च,|
91,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,टि
92,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,त
93,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,|
94,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,षू
95,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,टि
96,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,त
97,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,चा
98,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,चा
99,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,|
100,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,टि
101,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,त
102,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,का
103,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,त
104,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,त
105,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,|
106,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,चा
107,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,टी
108,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,खण
109,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,|
110,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,प
111,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,प्ला
112,आग्नेयपाठः,Kandah 1,वैश्वमनसञ्चादित्यसामवा,|
113,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,ती
114,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
115,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,ट
116,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,खा
117,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,शि
118,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
119,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,ख
120,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,श
121,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
122,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,च
123,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,श
124,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,क
125,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,कि
126,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,टा
127,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,टु
128,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,त
129,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
130,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,चा
131,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,टी
132,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,खण्
133,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
134,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,प
135,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,प्ला
136,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
137,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,खा
138,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,शि
139,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,शु
140,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
141,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,टा
142,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,त
143,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,टा
144,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,त
145,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,श
146,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
147,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,पि
148,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,ण
149,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
150,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,षी
151,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,टि
152,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
153,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,टीट्
154,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,ख
155,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,शि
156,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
157,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,टि
158,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,ख
159,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
160,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,त
161,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,त
162,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
163,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,कि
164,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,की
165,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,खि
166,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,श
167,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
168,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,चा
169,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,क
170,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,कि
171,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,चा
172,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,क
173,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,खि
174,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,श
175,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
176,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,चि
177,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,चि
178,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,क
179,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,खि
180,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,प्ल
181,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,प्ला
182,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
183,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,शा
184,आग्नेयपाठः,Kandah 1,श्रौतर्षाणित्रीणि,|
185,आग्नेयपाठः,Kandah 1,औशनञ्च,ति
186,आग्नेयपाठः,Kandah 1,औशनञ्च,|
187,आग्नेयपाठः,Kandah 1,औशनञ्च,टा
188,आग्नेयपाठः,Kandah 1,औशनञ्च,ता
189,आग्नेयपाठः,Kandah 1,औशनञ्च,|
190,आग्नेयपाठः,Kandah 1,औशनञ्च,चा
191,आग्नेयपाठः,Kandah 1,औशनञ्च,टु
192,आग्नेयपाठः,Kandah 1,औशनञ्च,त
193,आग्नेयपाठः,Kandah 1,औशनञ्च,|
194,आग्नेयपाठः,Kandah 1,औशनञ्च,भी
195,आग्नेयपाठः,Kandah 1,औशनञ्च,त
196,आग्नेयपाठः,Kandah 1,औशनञ्च,टा
197,आग्नेयपाठः,Kandah 1,औशनञ्च,खण
198,आग्नेयपाठः,Kandah 1,औशनञ्च,श
199,आग्नेयपाठः,Kandah 1,औशनञ्च,|
200,आग्नेयपाठः,Kandah 1,औशनञ्च,प
201,आग्नेयपाठः,Kandah 1,औशनञ्च,प्ला
202,आग्नेयपाठः,Kandah 1,औशनञ्च,|
203,आग्नेयपाठः,Kandah 1,औशनञ्च,शा
204,आग्नेयपाठः,Kandah 1,औशनञ्च,|
205,आग्नेयपाठः,Kandah 1,शैरीषेच,ती
206,आग्नेयपाठः,Kandah 1,शैरीषेच,त
207,आग्नेयपाठः,Kandah 1,शैरीषेच,श
208,आग्नेयपाठः,Kandah 1,शैरीषेच,|
209,आग्नेयपाठः,Kandah 1,शैरीषेच,टा
210,आग्नेयपाठः,Kandah 1,शैरीषेच,ता
211,आग्नेयपाठः,Kandah 1,शैरीषेच,|
212,आग्नेयपाठः,Kandah 1,शैरीषेच,ता
213,आग्नेयपाठः,Kandah 1,शैरीषेच,श
214,आग्नेयपाठः,Kandah 1,शैरीषेच,ता
215,आग्नेयपाठः,Kandah 1,शैरीषेच,टा
216,आग्नेयपाठः,Kandah 1,शैरीषेच,ख
217,आग्नेयपाठः,Kandah 1,शैरीषेच,ण
218,आग्नेयपाठः,Kandah 1,शैरीषेच,|
219,आग्नेयपाठः,Kandah 1,शैरीषेच,थ
220,आग्नेयपाठः,Kandah 1,शैरीषेच,च
221,आग्नेयपाठः,Kandah 1,शैरीषेच,श
222,आग्नेयपाठः,Kandah 1,शैरीषेच,|
223,आग्नेयपाठः,Kandah 1,शैरीषेच,था
224,आग्नेयपाठः,Kandah 1,शैरीषेच,टा
225,आग्नेयपाठः,Kandah 1,शैरीषेच,प
226,आग्नेयपाठः,Kandah 1,शैरीषेच,श
227,आग्नेयपाठः,Kandah 1,शैरीषेच,|
228,आग्नेयपाठः,Kandah 1,शैरीषेच,ख
229,आग्नेयपाठः,Kandah 1,शैरीषेच,श
230,आग्नेयपाठः,Kandah 1,शैरीषेच,|
231,आग्नेयपाठः,Kandah 1,शैरीषेच,शा
232,आग्नेयपाठः,Kandah 1,शैरीषेच,|
233,आग्नेयपाठः,Kandah 1,शैरीषेच,ति
234,आग्नेयपाठः,Kandah 1,शैरीषेच,त
235,आग्नेयपाठः,Kandah 1,शैरीषेच,श
236,आग्नेयपाठः,Kandah 1,शैरीषेच,|
237,आग्नेयपाठः,Kandah 1,शैरीषेच,षु
238,आग्नेयपाठः,Kandah 1,शैरीषेच,टू
239,आग्नेयपाठः,Kandah 1,शैरीषेच,त
240,आग्नेयपाठः,Kandah 1,शैरीषेच,|
241,आग्नेयपाठः,Kandah 1,शैरीषेच,टीट्
242,आग्नेयपाठः,Kandah 1,शैरीषेच,ख
243,आग्नेयपाठः,Kandah 1,शैरीषेच,शि
244,आग्नेयपाठः,Kandah 1,शैरीषेच,|
245,आग्नेयपाठः,Kandah 1,शैरीषेच,टि
246,आग्नेयपाठः,Kandah 1,शैरीषेच,ख
247,आग्नेयपाठः,Kandah 1,शैरीषेच,|
248,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,ति
249,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,|
250,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,च
251,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,था
252,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,टु
253,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,त
254,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,|
255,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,च
256,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,थिच्
257,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,चा
258,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,य
259,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,टा
260,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,|
261,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,क
262,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,थ
263,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,टि
264,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,खण्
265,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,|
266,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,प
267,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,शा
268,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,|
269,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,षि
270,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,ती
271,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,त
272,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,श
273,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,|
274,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,क
275,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,टी
276,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,त
277,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,टा
278,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,त
279,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,किच्
280,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,चा
281,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,य
282,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,टा
283,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,|
284,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,टाट्
285,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,ख
286,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,शि
287,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,|
288,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,ख
289,आग्नेयपाठः,Kandah 1,इन्द्रस्यसंवर्गौवात्रघ्नेद्वे,|
290,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,फा
291,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,खि
292,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,शी
293,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,|
294,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,षी
295,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,टि
296,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,चा
297,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,|
298,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,टा
299,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,चि
300,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,|
301,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,टा
302,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,खण्
303,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,श
304,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,|
305,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,प
306,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,प्ल
307,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,|
308,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,शा
309,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,|
310,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,षि
311,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,ती
312,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,ता
313,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,श
314,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,|
315,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,यू
316,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,प
317,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,श
318,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,|
319,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,खि
320,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,ण
321,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,|
322,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,टा
323,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,खण्
324,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,श
325,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,|
326,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,प
327,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,प्ल
328,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,|
329,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,शा
330,आग्नेयपाठः,Kandah 1,साकमश्वस्यशौनःशेपेःसामनी द्वे,|
331,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,ती
332,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,|
333,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,च
334,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,श
335,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,ची
336,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,थ
337,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,टि
338,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,त
339,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,|
340,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,भी
341,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,त
342,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,|
343,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,पा
344,आग्नेयपाठः,Kandah 1,वत्सस्यकाण्वस्यसामनीद्वे,प्ल
