Sl No,Parva,Kandah <M>,Sama Name,Swara symbol
30358,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,कथ्
30359,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टि
30360,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,त
30361,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,चि
30362,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,क
30363,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,ख
30364,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30365,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,था
30366,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टा
30367,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,चा
30368,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टि
30369,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,त
30370,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,ची
30371,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,क
30372,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,ख
30373,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30374,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,था
30375,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टि
30376,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,कथ्
30377,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टि
30378,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,त
30379,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,चि
30380,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,क
30381,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,ख
30382,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30383,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,थ
30384,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टा
30385,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,ट
30386,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टी
30387,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,त
30388,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,चि
30389,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,क
30390,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,खण्
30391,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30392,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,प
30393,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,शा
30394,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30395,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टा
30396,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टा
30397,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,कु
30398,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टि
30399,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,त
30400,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30401,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टा
30402,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टा
30403,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,की
30404,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टि
30405,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,ता
30406,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30407,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टा
30408,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टि
30409,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,की
30410,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टि
30411,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,त
30412,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30413,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टि
30414,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टा
30415,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,कि
30416,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टि
30417,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,खाण्
30418,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,श
30419,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30420,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,प
30421,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,शा
30422,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30423,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,कु
30424,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,कि
30425,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,या
30426,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,पा
30427,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,ता
30428,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30429,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,का
30430,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,का
30431,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,कि
30432,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,या
30433,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,प
30434,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,का
30435,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30436,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,क
30437,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,किच्
30438,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,क
30439,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,टि
30440,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,पा
30441,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,ति
30442,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30443,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,की
30444,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,की
30445,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,य
30446,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,प
30447,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,शा
30448,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,ण
30449,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,श
30450,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30451,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,ख
30452,पवमानपाठः,Kandah 9,सैन्धुक्षितानित्रीणि,|
30453,पवमानपाठः,Kandah 9,यामानित्रीणि,का
30454,पवमानपाठः,Kandah 9,यामानित्रीणि,किच्
30455,पवमानपाठः,Kandah 9,यामानित्रीणि,क
30456,पवमानपाठः,Kandah 9,यामानित्रीणि,पा
30457,पवमानपाठः,Kandah 9,यामानित्रीणि,शा
30458,पवमानपाठः,Kandah 9,यामानित्रीणि,ता
30459,पवमानपाठः,Kandah 9,यामानित्रीणि,श
30460,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30461,पवमानपाठः,Kandah 9,यामानित्रीणि,था
30462,पवमानपाठः,Kandah 9,यामानित्रीणि,किच्
30463,पवमानपाठः,Kandah 9,यामानित्रीणि,क
30464,पवमानपाठः,Kandah 9,यामानित्रीणि,पा
30465,पवमानपाठः,Kandah 9,यामानित्रीणि,प्ल
30466,पवमानपाठः,Kandah 9,यामानित्रीणि,का
30467,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30468,पवमानपाठः,Kandah 9,यामानित्रीणि,का
30469,पवमानपाठः,Kandah 9,यामानित्रीणि,किच्
30470,पवमानपाठः,Kandah 9,यामानित्रीणि,क
30471,पवमानपाठः,Kandah 9,यामानित्रीणि,पि
30472,पवमानपाठः,Kandah 9,यामानित्रीणि,प्ला
30473,पवमानपाठः,Kandah 9,यामानित्रीणि,ता
30474,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30475,पवमानपाठः,Kandah 9,यामानित्रीणि,था
30476,पवमानपाठः,Kandah 9,यामानित्रीणि,किच्
30477,पवमानपाठः,Kandah 9,यामानित्रीणि,क
30478,पवमानपाठः,Kandah 9,यामानित्रीणि,पा
30479,पवमानपाठः,Kandah 9,यामानित्रीणि,प्ली
30480,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30481,पवमानपाठः,Kandah 9,यामानित्रीणि,प्ल
30482,पवमानपाठः,Kandah 9,यामानित्रीणि,शा
30483,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30484,पवमानपाठः,Kandah 9,यामानित्रीणि,खि
30485,पवमानपाठः,Kandah 9,यामानित्रीणि,श
30486,पवमानपाठः,Kandah 9,यामानित्रीणि,खि
30487,पवमानपाठः,Kandah 9,यामानित्रीणि,ण
30488,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30489,पवमानपाठः,Kandah 9,यामानित्रीणि,क
30490,पवमानपाठः,Kandah 9,यामानित्रीणि,भी
30491,पवमानपाठः,Kandah 9,यामानित्रीणि,खि
30492,पवमानपाठः,Kandah 9,यामानित्रीणि,श
30493,पवमानपाठः,Kandah 9,यामानित्रीणि,खि
30494,पवमानपाठः,Kandah 9,यामानित्रीणि,ण
30495,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30496,पवमानपाठः,Kandah 9,यामानित्रीणि,क
30497,पवमानपाठः,Kandah 9,यामानित्रीणि,टि
30498,पवमानपाठः,Kandah 9,यामानित्रीणि,खि
30499,पवमानपाठः,Kandah 9,यामानित्रीणि,श
30500,पवमानपाठः,Kandah 9,यामानित्रीणि,खि
30501,पवमानपाठः,Kandah 9,यामानित्रीणि,ण
30502,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30503,पवमानपाठः,Kandah 9,यामानित्रीणि,क
30504,पवमानपाठः,Kandah 9,यामानित्रीणि,टि
30505,पवमानपाठः,Kandah 9,यामानित्रीणि,खि
30506,पवमानपाठः,Kandah 9,यामानित्रीणि,श
30507,पवमानपाठः,Kandah 9,यामानित्रीणि,खि
30508,पवमानपाठः,Kandah 9,यामानित्रीणि,ण
30509,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30510,पवमानपाठः,Kandah 9,यामानित्रीणि,ता
30511,पवमानपाठः,Kandah 9,यामानित्रीणि,टट्
30512,पवमानपाठः,Kandah 9,यामानित्रीणि,ख
30513,पवमानपाठः,Kandah 9,यामानित्रीणि,शि
30514,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30515,पवमानपाठः,Kandah 9,यामानित्रीणि,त
30516,पवमानपाठः,Kandah 9,यामानित्रीणि,टाख्
30517,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30518,पवमानपाठः,Kandah 9,यामानित्रीणि,षु
30519,पवमानपाठः,Kandah 9,यामानित्रीणि,तू
30520,पवमानपाठः,Kandah 9,यामानित्रीणि,श
30521,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30522,पवमानपाठः,Kandah 9,यामानित्रीणि,षू
30523,पवमानपाठः,Kandah 9,यामानित्रीणि,तू
30524,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30525,पवमानपाठः,Kandah 9,यामानित्रीणि,षु
30526,पवमानपाठः,Kandah 9,यामानित्रीणि,तु
30527,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30528,पवमानपाठः,Kandah 9,यामानित्रीणि,षू
30529,पवमानपाठः,Kandah 9,यामानित्रीणि,ति
30530,पवमानपाठः,Kandah 9,यामानित्रीणि,ता
30531,पवमानपाठः,Kandah 9,यामानित्रीणि,टट्
30532,पवमानपाठः,Kandah 9,यामानित्रीणि,ख
30533,पवमानपाठः,Kandah 9,यामानित्रीणि,शि
30534,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30535,पवमानपाठः,Kandah 9,यामानित्रीणि,त
30536,पवमानपाठः,Kandah 9,यामानित्रीणि,टाख्
30537,पवमानपाठः,Kandah 9,यामानित्रीणि,|
30538,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,ता
30539,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,|
30540,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,कूच्
30541,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,क
30542,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,ट
30543,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,कथ्
30544,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,टा
30545,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,|
30546,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,च
30547,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,खा
30548,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,क
30549,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,थ
30550,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,टिच्
30551,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,क
30552,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,टच्
30553,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,चि
30554,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,|
30555,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,खि
30556,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,ण
30557,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,|
30558,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,चा
30559,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,टीच्
30560,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,क
30561,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,कि
30562,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,खा
30563,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,ण
30564,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,|
30565,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,षू
30566,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,टी
30567,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,खि
30568,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,शि
30569,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,|
30570,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,त
30571,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,टाख्
30572,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,श
30573,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,|
30574,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,प
30575,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,षु
30576,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,प्लू
30577,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,ङ
30578,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,शि
30579,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,|
30580,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,षु
30581,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,की
30582,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,टा
30583,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,|
30584,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,षी
30585,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,कु
30586,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,टि
30587,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,श
30588,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,|
30589,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,खि
30590,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,णा
30591,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,|
30592,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,क
30593,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,टि
30594,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,श
30595,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,टा
30596,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,|
30597,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,ख
30598,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,त्र
30599,पवमानपाठः,Kandah 9,मरूतान्धेनुनीद्वे,|
30600,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,की
30601,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,खी
30602,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,चा
30603,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,क
30604,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,फ
30605,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,|
30606,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,कि
30607,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,खु
30608,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,चा
30609,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,क
30610,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,फ
30611,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,|
30612,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,का
30613,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,षी
30614,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,खि
30615,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,चा
30616,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,क
30617,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,फ
30618,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,|
30619,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,चा
30620,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,श
30621,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,षु
30622,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,खू
30623,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,|
30624,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,त्र
30625,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,|
30626,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,षृ
30627,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,तू
30628,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,त
30629,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,|
30630,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,षी
30631,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,यू
30632,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,प
30633,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,श
30634,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,|
30635,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,षु
30636,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,यु
30637,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,प
30638,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,श
30639,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,|
30640,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,ख
30641,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,प्ल
30642,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,ख
30643,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,ण
30644,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,का
30645,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,टा
30646,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,ट
30647,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,खी
30648,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,|
30649,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,त्र
30650,पवमानपाठः,Kandah 9,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,|
30651,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,क
30652,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,का
30653,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,षु
30654,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,टी
30655,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,श
30656,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,|
30657,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,का
30658,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,कि
30659,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,कि
30660,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,टा
30661,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,श
30662,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,|
30663,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,था
30664,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,कि
30665,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,कि
30666,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,टी
30667,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,|
30668,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,का
30669,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,कि
30670,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,की
30671,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,चि
30672,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,श
30673,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,|
30674,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,टख्
30675,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,|
30676,पवमानपाठः,Kandah 9,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,ता
