Sl No,Parva,Kandah <M>,Kandah Name,Sama Name,Swara Symbols
508,ऐन्द्रपाठः,Kandah 10,दशम खण्डः,वाक्त्रतुरञ्च,प श प्ला ङि श | टुच् क पि चा क फ चि क फ | टीच् क पि चा क फ चा क फ | टु पा चि क फ चा क फ खि ण श | प्लु श | श |
509,ऐन्द्रपाठः,Kandah 10,दशम खण्डः,ऐषञ्च,ति त | षी की का त त | कुच् क टि खि ण श | भि त टा ख ण श | टू ख ण श | क टु ख ण श | षी कू टा का त त | टि टा का त त | क प प्ल प्ला | शा |
510,ऐन्द्रपाठः,Kandah 10,दशम खण्डः,यामम्मरूताञ्चसाम,प षू प्ली ङ शा | ती टी त था खि ण | च य टा च य टा श का ख ण श | का था की भी त | टट् ख शि | ख श |
511,ऐन्द्रपाठः,Kandah 10,दशम खण्डः,भारद्वाजस्यविषमाणित्रीणि इन्वकंवातृतीयम्,ता | कु खा श | षी पी कि प्ल | का टाट् ख शि | ख प्ल | फा खी श | का टी ता | कु ता त श | टा ख ण | टा खी | त्र श | की थि प शू | चा का का य टा | का टा ख शू टाच् क च श | टी का ख शू | क कि यि ट | भि त | प शा ख प्ल | शा |
512,ऐन्द्रपाठः,Kandah 10,दशम खण्डः,पारूच्छेपेद्वे,ती | क था क ता त | का ख ण | का था च य टा | ती त त टा ख ण | ची क भि | ती त त चा ख ण | ता त त | टि तू त त | टू ता त त | ट खा शि | ख श | कु था च शू | का था च य टा | ची च य टा | ची भी | का था च य टा | ता चू का य टा | टि त | प श ख प्ला | शा |
513,ऐन्द्रपाठः,Kandah 10,दशम खण्डः,बार्हस्पत्येद्वेअग्नेर्वाराक्षोघ्ने,खी प्ल खी प्ल खी ण | टुच् कीख् की खा चा क फ | की की ख चा क फ | चा खा चा क फ | चा खा चा क फ | क ख चा क फ | का कि खी चा क फ | कि ख चा क फ | खी प्ल खी प्ल खी ण | टुच् कीख् त्रा श | त का खू | त का खू | त का खू | खा श फि प्ल खि शा | की खा चा क फ | की की ख चा क फ | चा खा चा क फ | चा खा चा क फ | क ख चा क फ | का कि खी चा क फ | कि ख चा क फ | खा श फि प्ल खि शि | त का कूख् | त का कूख् | त का कूख् |
514,पवमानपाठः,Kandah 1,प्रथम खण्डः,आजीकञ्च,ता | था च य टा | षु का टि त | टट् ख शि | खा प्ल |
515,पवमानपाठः,Kandah 1,प्रथम खण्डः,आभीकञ्च,पि ण | पि ण | पी ण | चा शा पि ण | टीट् ख शि | ख श |
516,पवमानपाठः,Kandah 1,प्रथम खण्डः,ऋषभश्पपवमानः,तू | त त टि ख ण | यू प श | खि ण | च ट खा प्ल प्ला शा |
517,पवमानपाठः,Kandah 1,प्रथम खण्डः,आभीकञ्चैव,प शिप्ल् ङी श | यू प श | खि ण | टा खी प्ल शा |
518,पवमानपाठः,Kandah 1,प्रथम खण्डः,बाभ्रवेद्वे,ती | टी कि | कुच् का य ट कि | चा य ट कि | टट् ख शि | ता टख् | ती | टि त | की टि त श | टा त टि त श | का टिट् ख शि | ख प्ल |
